pai_version,fiscal_year,theme_number,theme_slug,indicator_id,mandatory,kind,indicator,numerator,denominator,source_url,retrieved_utc
PAI 2.0,2023-2024,2,t2_healthy_panchayat,726,Mandatory,binary,Whether Village Health & Nutrition Day is observed monthly in Gram Panchayat,Whether Village Health & Nutrition Day is observed monthly in Gram Panchayat,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=2&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,2,t2_healthy_panchayat,730,Mandatory,binary,Whether the Gram Panchayat has access to reliable Ambulance service,Whether the Gram Panchayat has access to reliable Ambulance service,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=2&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,2,t2_healthy_panchayat,749,Mandatory,binary,Whether all Asha workers ( Saction Posts) have been filled up in Gram Panchayat,Whether all Asha workers ( Sanction Posts) have been filled up in Gram Panchayat,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=2&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,2,t2_healthy_panchayat,751,Mandatory,binary,Whether GP donot have any active case of TB Patient during the reference year,Whether GP do not have any active case of TB Patient during the reference year.,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=2&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,46,Mandatory,ratio,Percentage of children aged between 9 and <12 months who are fully immunized during the reference year,Total number of children aged between 9 and < 12 months who are fully immunized during the reference year,Total number of children aged between 9 and < 12 months,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,47,Mandatory,ratio,Percentage of children aged under 5 years who are underweight under Saksham Anganwadi and Mission Poshan 2.0,Total underweight children under 5 Years registered in Poshan Tracker under Saksham Anganwadi and Mission Poshan 2.0,Total number of children under 5 Years registered in Poshan Tracker under Saksham Anganwadi and Mission Poshan 2.0 (Age as on 31st March 2024),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,62,Mandatory,ratio,Percentage of Children in Gram Panchayat whose birth has been registered during the reference year,Total number of Children in Gram Panchayat whose birth has been registered during the reference year,Total live birth in Gram Panchayat during the reference year( as on 31st March),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,66,Mandatory,ratio,Under 1 Year mortality rate of child per 1000 live births during the reference year (Age as on 31st March),Total Infants deaths of age less than 1 year during the reference year (Age as on 31st March),Total live birth in Gram Panchayat during the reference year( as on 31st March),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,76,Mandatory,ratio,Percentage of children under age 5 years who are stunted under Saksham Anganwadi and Mission Poshan 2.0,Total number of stunted children under 5 Years registered in Poshan Tracker under Saksham Anganwadi and Mission Poshan 2.0 (Age as on 31st March 2024),Total number of children under 5 Years registered in Poshan Tracker under Saksham Anganwadi and Mission Poshan 2.0 (Age as on 31st March 2024),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,81,Mandatory,ratio,Percentage of children between ages 3-6 years receiving formal pre-school education or early childhood care in Anganwadi Center,Total number of Children Aged 3-6 years receiving Pre School education or early childhood care in Anganwadi Center,Total number of children (3-6 years) registered in Poshan Tracker under Saksham Anganwadi and Mission Poshan 2.0,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,82,Mandatory,ratio,Transition Rate (Primary),Fresh enrolment in class 6th of Children in the present year 2023- 24,Class 5th enrolment previous year (22-23),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,83,Mandatory,ratio,Transition Rate (Upper Primary),Fresh enrolment in class 9th of Children in the present year 2023- 24,Class 8th enrolment previous year (22-23),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,97,Mandatory,ratio,"Percentage of Anganwadi Center having own building with basic facilities ( Electricity, Drinking Water & Toilet) in Gram Panchayat","Total number of Anganwadi Center having own building with Electricity, Drinking Water & Toilet facilties",Total number of Anganwadi Centres having own building,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,129,Mandatory,binary,Whether any crime against children were reported from Gram Panchayat during the reference year,Whether any crime against children were reported from Gram Panchayat during the reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,532,Mandatory,binary,Whether Bal Sabha is conducted in Gram Panchayat during reference year,Whether Bal Sabha is conducted in Gram Panchayat during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,542,Mandatory,ratio,Percentage of children under age 5 years who are wasted under Saksham Anganwadi and Mission Poshan 2.0,Total number of wasted children under 5 Year registered in Poshan Tracker under Saksham Anganwadi and Mission Poshan 2.0 (Age as on 31st March 2024),Total number of children under 5 Years registered in Poshan Tracker under Saksham Anganwadi and Mission Poshan 2.0 (Age as on 31st March 2024),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,596,Mandatory,ratio,Percentage of Primary Schools having Children with Special Needs (CWSN) toilet,Total number of Primary Schools having Children With Special Needs toilets (CWSN),Total number of schools having a primary section in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,612,Mandatory,ratio,"Percentage of Primary School having own building with basic facilities (Electricity, Drinking water, and separate Toilets for Boys & Girls) in Gram Panchayat","Total number of Primary School having own building with basic facilities (Electricity, Drinking water, and separate Toilets for Boys & Girls) in Gram Panchayat",Total number of schools having a primary section in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,3,t3_child_friendly_panchayat,705,Mandatory,ratio,Percentage of primary school have Pupil Teacher Ratio (PTR) less than 30,Total number of Primary School having Pupil Teacher Ratio (PTR) less than 30,Total number of schools having a primary section in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=3&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,4,t4_water_sufficient_panchayat,36,Mandatory,ratio,Percentage of Household with Water Tap connections in the Gram Panchayat,Total number of Households with Water Tap connections in the Gram Panchayat,Total number of Households in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,4,t4_water_sufficient_panchayat,156,Mandatory,binary,Whether 100% testing of drinking water sources is done in Gram Panchayat by using Field Testing Kit (FTK),Whether 100% testing of drinking water sources is done in Gram Panchayat by using Field Testing Kit (FTK),,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,4,t4_water_sufficient_panchayat,170,Optional,ratio,"Percentage of Public Buildings ( Schools , Anganwadis, Gram Panchayat Bhawan ) are having functional rainwater harvesting structures in the Gram Panchayat","Total number of Public Buildings ( Schools , Anganwadis, Gram Panchayat Bhawan) having functional Rainwater harvesting structures in the Gram Panchayat","Total number of Public Buildings ( Schools, Anganwadi and Gram Panchayat Bhawan) in Gram Panchayat",https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,4,t4_water_sufficient_panchayat,172,Optional,ratio,"Percentage of water bodies (Ponds, Lakes, Well etc) taken up for desilting /deepening or Special repair","Total number of water bodies (Reserviors, Canals, Ponds, Lakes, Well etc) taken up for desilting /deepening or Special repair","Total number of water bodies (Reserviors, Canals, Ponds, Lakes, Well etc) in Gram Panchayat",https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,4,t4_water_sufficient_panchayat,173,Mandatory,binary,Whether the Village water Sanitation Committee (VWSC) is functional in the Gram Panchayat,Whether the Village Water Sanitation Committee (VWSC) is functional in the Gram Panchayat,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,4,t4_water_sufficient_panchayat,176,Mandatory,binary,Whether Panchayat do water budgeting,Whether Panchayat do water budgeting ?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,4,t4_water_sufficient_panchayat,692,Mandatory,ratio,Percentage of Expenditure from MGNREGS for Natural Resource Management (NRM) during reference year,Total Expenditure incurred in Natural Resource Management (NRM) works under MGNREGS during the reference year,Total Expenditure incurred towards all works under MGNREGS during the reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,4,t4_water_sufficient_panchayat,712,Mandatory,binary,Whether Gram Panchayat has been declared Har Ghar Jal certified?,Whether Gram Panchayat has been declared Har Ghar Jal certified?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,4,t4_water_sufficient_panchayat,719,Mandatory,binary,Whether Gram Panchayat has been declared ODF plus?,Whether Gram Panchayat has been declared ODF plus,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,4,t4_water_sufficient_panchayat,753,Mandatory,binary,Whether atleast 50% of tied fund of 15th Finance Commission Grant released to the Gram Panchayat has been utlised on infrastructure & maintainence of drinking water by Gram Panchayat,Whether at least 50% of tied fund of 15th Finance Commission Grant released to the Gram Panchayat has been utilized on infrastructure & maintenance of drinking water by Gram Panchayat,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=4&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,5,t5_clean_and_green_panchayat,181,Mandatory,ratio,Percentage of Individual Household Latrine (IHHL) Toilets,Total number of Individual Household Latrine (IHHL) Toilets,Total Number of Toilets in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=5&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,5,t5_clean_and_green_panchayat,188,Optional,ratio,Percentage of villages having arrangement of Solid Waste Management,Total number of villages having arrangement of solid waste management,Total number of villages in the Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=5&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,5,t5_clean_and_green_panchayat,199,Mandatory,binary,Whether the Gram Panchayat has banned single use plastic?,Whether the panchayat has banned single use plastic?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=5&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,5,t5_clean_and_green_panchayat,200,Mandatory,ratio,Percentage of household using clean cooking fuel (LPG/Bio Gas) etc.,Total number of households using clean cooking fuel (LPG/Bio Gas) etc.,Total number of Households in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=5&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,5,t5_clean_and_green_panchayat,201,Mandatory,ratio,Percentage of street light for which Renewable Energy is used,Total number of street lights using renewable energy,Total number of street light in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=5&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,5,t5_clean_and_green_panchayat,203,Mandatory,ratio,Percentage of street lights using LED in Gram Panchayat,Total number of Street light using LED in Gram Panchayat,Total number of street light in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=5&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,5,t5_clean_and_green_panchayat,692,Mandatory,ratio,Percentage of Expenditure from MGNREGS for Natural Resource Management (NRM) during reference year,Total Expenditure incurred in Natural Resource Management (NRM) works under MGNREGS during the reference year,Total Expenditure incurred towards all works under MGNREGS during the reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=5&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,5,t5_clean_and_green_panchayat,715,Mandatory,binary,Whether Gram Panchayat has initiated any steps for regular cleaning of public places,Whether Gram Panchayat has initiated any steps for regular cleaning of public places?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=5&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,5,t5_clean_and_green_panchayat,719,Mandatory,binary,Whether Gram Panchayat has been declared ODF plus?,Whether Gram Panchayat has been declared ODF plus,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=5&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,5,t5_clean_and_green_panchayat,725,Mandatory,binary,Whether the nurseries exists in Gram Panchayat?,Whether the nurseries exists in Gram Panchayat?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=5&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,5,t5_clean_and_green_panchayat,755,Mandatory,binary,"If yes, whether the Gram Panchayat has ensured the maintenance of nurseries","If yes, whether the Gram Panchayat has ensured the maintenance of nurseries",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=5&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,97,Mandatory,ratio,"Percentage of Anganwadi Center having own building with basic facilities ( Electricity, Drinking Water & Toilet) in Gram Panchayat","Total number of Anganwadi Center having own building with Electricity, Drinking Water & Toilet facilties",Total number of Anganwadi Centres having own building,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,124,Optional,binary,Whether functional public library is available in Gram Panchayat area,Whether functional public library is available in the Gram Panchayat?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,226,Mandatory,binary,Whether Gram Panchayat Bhawan/ Panchayat Ghar has Computer with Internet facility?,Whether Gram Panchayat Bhawan/ Panchayat Ghar has Computer with Internet facility?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,265,Optional,binary,Whether Gram Panchayat has access to nearby Livestock Center (0-5 KM),Whether Gram Panchayat has access to nearby Livestock Center (0-5 KM),,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,347,Mandatory,ratio,Percentage of habitations connected with all weather roads,Total number of habitations connected with all weather roads in Gram Panchayat,Total number of habitations in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,348,Mandatory,binary,Whether all weather roads are connected from Gram Panchayat to main road,Whether all roads are connected from Gram Panchayat to main road,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,365,Mandatory,binary,Whether Gram Panchayat has Play Ground during the reference year,Whether Gram Panchayat has Play Ground during the reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,608,Mandatory,binary,"Whether Gram Panchayat Bhawan / Panchayat Ghar having own building with basic facilities (Electricity, Drinking water, and separate Toilets for men & women)?","Whether Gram Panchayat Bhawan / Panchayat Ghar having own building with basic facilities (Electricity, Drinking water, and separate Toilets for men & women)",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,612,Mandatory,ratio,"Percentage of Primary School having own building with basic facilities (Electricity, Drinking water, and separate Toilets for Boys & Girls) in Gram Panchayat","Total number of Primary School having own building with basic facilities (Electricity, Drinking water, and separate Toilets for Boys & Girls) in Gram Panchayat",Total number of schools having a primary section in GP,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,613,Mandatory,binary,"Whether Common Service Center (CSC) is functional with basic facilities such as Electricity, Internet, Printer, Computer and Manpower in Gram Panchayat area","Whether Common Service Center (CSC) is functional with basic facilities such as Electricity, Internet, Printer, Computer and Manpower in Gram Panchayat area",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,619,Optional,binary,Whether Gram Panchayat has identified Disaster Shelter building,Whether Gram Panchayat has identified Disaster Shelter building,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,621,Mandatory,binary,"Whether the Burial /Cremation Ground has all basic facilities (water, toilet, sitting facilities etc) in Gram Panchayat","Whether the Burial /Cremation Ground has all basic facilities (water, toilet, sitting facilities etc) in Gram Panchayat",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,624,Mandatory,binary,Whether Gram Panchayat has a Functional and ready to use Community Hall,Whether Gram Panchayat has a Functional and ready to use Community Hall,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,625,Mandatory,binary,"Whether Ayushman Bharat Health and Wellness Centers/ Health Sub Center (HSC) with basic facilities (Electricity, Drinking water, and separate Toilets for men & women) located in Gram Panchayat","Whether Ayushman Bharat Health and Wellness Centers/ Health Sub Center (HSC) with basic facilities (Electricity, Drinking water, and separate Toilets for men & women) located in Gram Panchayat",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,702,Mandatory,ratio,Percentage of habitation / villages having street lights,Total number of habitation / villages having Street light installed in Gram Panchayat,Total number of habitation / villages in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,712,Mandatory,binary,Whether Gram Panchayat has been declared Har Ghar Jal certified?,Whether Gram Panchayat has been declared Har Ghar Jal certified?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,719,Mandatory,binary,Whether Gram Panchayat has been declared ODF plus?,Whether Gram Panchayat has been declared ODF plus,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,6,t6_self_sufficient_infrastructure_in_panchayat,738,Mandatory,binary,"Whether Gram Panchayat has facilities (shelter, water, food, medical facilities) for the stray animal","Whether Gram Panchayat has facilities (shelter, water, food, medical facilities) for the stray animal",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=6&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,20,Mandatory,ratio,Percentage of Households covered by a Health Scheme /Health Insurance of State or Central Government during the reference year,Total number of Households covered by a Health Scheme /Health Insurance of State or Central Government during the reference year,Total number of eligible Households for the Health Scheme / Health Insurance in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,33,Mandatory,ratio,Percentage of eligible Households having Priority Household (PHH) & Antyodaya Anna Yojana (AAY) ration cards,Total number of households having Priority Household (PHH) & Antyodaya Anna Yojana (AAY) Ration Cards,Total number of eligible Households in Priority Household (PHH) & Antyodaya Anna Yojana(AAY) category,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,47,Mandatory,ratio,Percentage of children aged under 5 years who are underweight under Saksham Anganwadi and Mission Poshan 2.0,Total underweight children under 5 Years registered in Poshan Tracker under Saksham Anganwadi and Mission Poshan 2.0,Total number of children under 5 Years registered in Poshan Tracker under Saksham Anganwadi and Mission Poshan 2.0 (Age as on 31st March 2024),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,129,Mandatory,binary,Whether any crime against children were reported from Gram Panchayat during the reference year,Whether any crime against children were reported from Gram Panchayat during the reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,185,Mandatory,ratio,Percentage of community toilets having a toilet designed for Divyang (disabled) in Gram Panchayat,Total number of community toilets having a toilets designed for Divyang in Gram Panchayat,Total number of community toilets in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,410,Mandatory,ratio,Percentage of Eligible Disabled Person receiving Disability Pensions under any State Specific scheme in the Gram Panchayat,Total number of disabled Person receiving pension under Disability Pension Schemes of State Government,Total number of Eligible disabled Person for Disability Pension Scheme of State Government,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,411,Mandatory,ratio,Percentage of Differently abled persons provided with Assistive devices in Gram Panchayat,Total number of Differently abled persons provided with Assistive devices in Gram Panchayat,Total number of Differently abled persons in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,416,Mandatory,binary,Whether crime against differently abled reported from Gram Panchayat during reference year,Whether crime against differently abled reported from Gram Panchayat during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,422,Mandatory,ratio,Percentage of Households living in Kuccha houses as defined in PMAY,Total number of Households(HHs) living in Kuccha House in the Gram Panchayat as defined in PMAY,Total number of Households in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,433,Mandatory,binary,Whether dowry related cases were reported from Gram Panchayat during reference year,Whether dowry related cases were reported from Gram Panchayat during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,439,Mandatory,binary,Whether any Missing Children reported from Gram Panchayat during reference year,Whether any Missing Children reported from Gram Panchayat during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,443,Mandatory,binary,Whether Child Marriage has been reported from Gram Panchayat during reference year,Whether Child Marriage has been reported from Gram Panchayat during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,577,Mandatory,binary,Whether crime against Women were reported from Gram Panchayat during reference year,Whether crime against Women were reported from Gram Panchayat during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,688,Mandatory,ratio,Percentage of Eligible Disabled Person receiving Disability Pensions under INDIRA GANDHI NATIONAL DISABILITY PENSION SCHEME (IGNDPS) in the Gram Panchayat,Total number of Disabled Person receiving pension under INDIRA GANDHI NATIONAL DISABILITY PENSION SCHEME (IGNDPS) of Central Government,Total number of Eligible Disabled Person for INDIRA GANDHI NATIONAL DISABILITY PENSION SCHEME (IGNDPS) Central Government,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,689,Mandatory,ratio,Percentage of Eligible Old Age Persons receiving Pensions under INDIRA GANDHI NATIONAL OLD AGE PENSION SCHEME (IGNOAPS) in the Gram Panchayat,Total number of old age persons receiving pension under INDIRA GANDHI NATIONAL OLD AGE PENSION SCHEME (IGNOAPS) of Central Government,Total number of Eligible Old Persons for INDIRA GANDHI NATIONAL OLD AGE PENSION SCHEME (IGNOAPS) of Central Government,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,690,Mandatory,ratio,Percentage of Eligible Widow receiving Pensions under any State Specific scheme in the Gram Panchayat,Total number of Widow receiving pension under Widow Pension Schemes of State Government,Total number of Eligible Widow for Widow Pension Scheme of State Government,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,691,Mandatory,ratio,Percentage of Eligible Widow receiving Pensions under INDIRA GANDHI NATIONAL WIDOW PENSION SCHEME (IGNWPS) of Central Government in the Gram Panchayat,Total number of Widow receiving under Widow Pension Schemes of INDIRA GANDHI NATIONAL WIDOW PENSION SCHEME (IGNWPS) of Central Government in the Gram Panchayat,Total number of Eligible Widow INDIRA GANDHI NATIONAL WIDOW PENSION SCHEME (IGNWPS) of Central Government,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
